crop_type,soil_ph,relative_humidity_pct,air_temperature_c,growth_stage,Target_Nutrient,Form,Fertilizer
tomato,6.53,71,31.1,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.53,71,31.1,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.53,71,31.1,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.53,71,31.1,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.53,71,31.1,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.53,71,31.1,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.53,71,31.1,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.53,71,31.1,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.02,67,31.9,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.02,67,31.9,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.02,67,31.9,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.02,67,31.9,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.02,67,31.9,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.02,67,31.9,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.02,67,31.9,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.02,67,31.9,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.02,67,31.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.02,67,31.9,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.34,63,30.9,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.34,63,30.9,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.34,63,30.9,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.34,63,30.9,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.34,63,30.9,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.34,63,30.9,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.34,63,30.9,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.34,63,30.9,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.34,63,30.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.34,63,30.9,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.67,78,34.2,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.67,78,34.2,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.67,78,34.2,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.67,78,34.2,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.67,78,34.2,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.67,78,34.2,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.67,78,34.2,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.67,78,34.2,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.67,78,34.2,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.67,78,34.2,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.56,50,22.1,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.56,50,22.1,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.56,50,22.1,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.56,50,22.1,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.56,50,22.1,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.56,50,22.1,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.56,50,22.1,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.56,50,22.1,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.56,50,22.1,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.56,50,22.1,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.92,44,29.2,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.92,44,29.2,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.92,44,29.2,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.92,44,29.2,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.92,44,29.2,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.92,44,29.2,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.92,44,29.2,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.92,44,29.2,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.92,44,29.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.92,44,29.2,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.64,68,24.6,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.64,68,24.6,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.64,68,24.6,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.64,68,24.6,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.64,68,24.6,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.64,68,24.6,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.64,68,24.6,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.64,68,24.6,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.64,68,24.6,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.64,68,24.6,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.57,49,27.3,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.57,49,27.3,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.57,49,27.3,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.57,49,27.3,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.57,49,27.3,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.57,49,27.3,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.57,49,27.3,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.57,49,27.3,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.57,49,27.3,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.57,49,27.3,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.15,55,30.9,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.15,55,30.9,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.15,55,30.9,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.15,55,30.9,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.15,55,30.9,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.15,55,30.9,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.15,55,30.9,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.15,55,30.9,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.15,55,30.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.15,55,30.9,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.77,92,36.5,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.77,92,36.5,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.77,92,36.5,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.77,92,36.5,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.77,92,36.5,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.77,92,36.5,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.77,92,36.5,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.77,92,36.5,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.77,92,36.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.77,92,36.5,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.72,74,28.7,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.72,74,28.7,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.72,74,28.7,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.72,74,28.7,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.72,74,28.7,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.72,74,28.7,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.72,74,28.7,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.72,74,28.7,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.72,74,28.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.72,74,28.7,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.81,83,24.3,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.81,83,24.3,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.81,83,24.3,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.81,83,24.3,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.81,83,24.3,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.81,83,24.3,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.81,83,24.3,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.81,83,24.3,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.81,83,24.3,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.81,83,24.3,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.28,44,34.2,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.28,44,34.2,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.28,44,34.2,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.28,44,34.2,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.28,44,34.2,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.28,44,34.2,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.28,44,34.2,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.28,44,34.2,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.28,44,34.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.28,44,34.2,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.4,57,36.4,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.4,57,36.4,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.4,57,36.4,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.4,57,36.4,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.4,57,36.4,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.4,57,36.4,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.4,57,36.4,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.4,57,36.4,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.4,57,36.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.4,57,36.4,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.48,73,18.3,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.48,73,18.3,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.48,73,18.3,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.48,73,18.3,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.48,73,18.3,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.48,73,18.3,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.48,73,18.3,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.48,73,18.3,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.48,73,18.3,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.48,73,18.3,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.15,67,28.5,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.15,67,28.5,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.15,67,28.5,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.15,67,28.5,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.15,67,28.5,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.15,67,28.5,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.15,67,28.5,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.15,67,28.5,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.15,67,28.5,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.15,67,28.5,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.05,68,26.5,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.05,68,26.5,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.05,68,26.5,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.05,68,26.5,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.05,68,26.5,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.05,68,26.5,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.05,68,26.5,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.05,68,26.5,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.05,68,26.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.05,68,26.5,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.2,51,26.5,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.2,51,26.5,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.2,51,26.5,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.2,51,26.5,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.2,51,26.5,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.2,51,26.5,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.2,51,26.5,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.2,51,26.5,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.2,51,26.5,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.2,51,26.5,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.21,69,35.6,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.21,69,35.6,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.21,69,35.6,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.21,69,35.6,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.21,69,35.6,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.21,69,35.6,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.21,69,35.6,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.21,69,35.6,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.21,69,35.6,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.21,69,35.6,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.89,85,22.9,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.89,85,22.9,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.89,85,22.9,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.89,85,22.9,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.89,85,22.9,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.89,85,22.9,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.89,85,22.9,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.89,85,22.9,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.89,85,22.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.89,85,22.9,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.53,66,37.8,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.53,66,37.8,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.53,66,37.8,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.53,66,37.8,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.53,66,37.8,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.53,66,37.8,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.53,66,37.8,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.53,66,37.8,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.53,66,37.8,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.53,66,37.8,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.33,67,18.4,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.33,67,18.4,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.33,67,18.4,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.33,67,18.4,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.33,67,18.4,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.33,67,18.4,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.33,67,18.4,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.33,67,18.4,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.33,67,18.4,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.33,67,18.4,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.87,58,32.0,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.87,58,32.0,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.87,58,32.0,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.87,58,32.0,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.87,58,32.0,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.87,58,32.0,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.87,58,32.0,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.87,58,32.0,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.87,58,32.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.87,58,32.0,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.08,70,15.7,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.08,70,15.7,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.08,70,15.7,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.08,70,15.7,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.08,70,15.7,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.08,70,15.7,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.08,70,15.7,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.08,70,15.7,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.08,70,15.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.08,70,15.7,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.66,66,12.5,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.66,66,12.5,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.66,66,12.5,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.66,66,12.5,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.66,66,12.5,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.66,66,12.5,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.66,66,12.5,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.66,66,12.5,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.66,66,12.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.66,66,12.5,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,8.09,86,21.2,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,8.09,86,21.2,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,8.09,86,21.2,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,8.09,86,21.2,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,8.09,86,21.2,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,8.09,86,21.2,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,8.09,86,21.2,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,8.09,86,21.2,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,8.09,86,21.2,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,8.09,86,21.2,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.06,63,27.0,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.06,63,27.0,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.06,63,27.0,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.06,63,27.0,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.06,63,27.0,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.06,63,27.0,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.06,63,27.0,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.06,63,27.0,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.06,63,27.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.06,63,27.0,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.19,74,20.0,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.19,74,20.0,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.19,74,20.0,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
